Label	Weight	Text
l_lui	1	weche anteile sind typ ++
l_lui	1	welche anteile soll ich verkaufen
l_lui	1	wieviel wäre anteil c wert wenn es steigt
l_lui	1	welcher anteil ist am häufigsten gestiegen
l_lui	1	ist anteil a vom typ ++
l_lui	1	anteil am meisten gestiegen
l_lui	1	wie viel wird anteil a in der nächsten periode kosten
l_lui	1	wie wahrscheinlich ist dieser anteil 0
l_lui	1	was kannst du
l_lui	1	was hat gewonnen
l_lui	1	wie oft hat anteil a bisher verloren
l_lui	1	anteil am meisten an wert verloren
l_lui	1	wenn a an wert verliert, wieviel wird er dann wert sein
l_lui	1	meisten gestiegen
l_lui	1	wie oft hat anteil b gewinn gemacht
l_lui	1	wie viel währungseinheiten würde ich erhalten, wenn ich all meine anteile verkaufe
l_lui	1	was kannst du machen
l_lui	1	wenn nächste runde anteil d steigt, wieviel wir es dann wert sein
l_lui	1	wie oft hat anteil f an wert verloren
l_lui	1	wie häufig hat anteil e an wert gewonnen
l_lui	1	wieviel mehr wäre anteil a wert wenn es im wert steigt
l_lui	1	hat anteil a gewonnen
l_lui	1	preis anteil e, wenn nach oben
l_lui	1	wenn in der nächsten periode a steigt, wieviel ist es dann wert
l_lui	1	ist das vom typ ++
l_lui	1	preis anteil f, wenn steigt
l_lui	1	hilfe
l_lui	1	soll ich alles in anteil investieren
l_lui	1	was kannste eig
l_lui	1	wie häufig hat e an wert verloren
l_lui	1	soll ich anteil kaufen
l_lui	1	wie häufig ist c gestiegen
l_lui	1	wieviel ist c bisher gesunken
l_lui	1	wieviel sind meine anteile wert
l_lui	1	ist anteil f gestiegen
l_lui	1	ich brauche hilfe
l_lui	1	wieviel geld würde ich erhalten wenn ich alles verkaufe
l_lui	1	wird anteil f steigen
l_lui	1	welcher anteil ist am meisten gestiegen
l_lui	1	welcher anteil hat bisher am meisten an wert gewonnen
l_lui	1	anteil d vom typ -
l_lui	1	wenn nächste runde anteil e steigt, wieviel wird es dann wert sein
l_lui	1	wenn anteil a verliert, wieviel wird es dann wert sein
l_lui	1	wie viel kostet anteil b, wenn er teurer wird
l_lui	1	wieviel mehr wäre b wert wenn es steigt in der nächsten runde
l_lui	1	meisten wert gewonnen
l_lui	1	wie oft hat anteil f an wert gewonnen
l_lui	1	wie oft ist a gestiegen bisher
l_lui	1	was kannst du
l_lui	1	welcher anteil hat bisher am meisten an wert verloren
l_lui	1	wie viel soll ich verkaufen
l_lui	1	welcher anteil ist am häufigsten gesunken
l_lui	1	wie oft ist anteil a gestiegen bisher
l_lui	1	wie entwickelt sich der preis von anteil c, wenn er nach unten geht
l_lui	1	um wieviel würde anteil e steigen, wenn es nächste runde gewinnt
l_lui	1	wie entwickelt sich der preis von anteil b, wenn er günstiger wird
l_lui	1	wie wahrscheinlich ist es, dass anteil a steig
l_lui	1	welche der anteile sind typ o
l_lui	1	wenn anteil c an wert gewinnt, wie viel wird er in der folgenden periode wert sein
l_lui	1	wie viel geld sind meine anteile wert
l_lui	1	wenn in der nächsten runde f gewinnt, wieviel ist es dann wert
l_lui	1	anteil am meisten an wert gewonnen
l_lui	1	wieviel wäre e wert wenn es verliert
l_lui	1	kannst du mir einen rat geben
l_lui	1	anteil e gewinn gemacht
l_lui	1	anteil am häufigste gewonnen
l_lui	1	anteil d gestiegen
l_lui	1	hat anteil b typ --
l_lui	1	kannst du mir eine empfehlung geben
l_lui	1	welcher anteil hat am meisten wert verloren
l_lui	1	wie viel geld habe ich bisher verloren
l_lui	1	anteil c oder d ++
l_lui	1	preis anteil f, wenn sinkt
l_lui	1	um wieviel würde c sinken, wenn es in der nächsten periode verliert
l_lui	1	wie viel geld ist mein portfolio wert
l_lui	1	ist dieser anteil vom typ 0
l_lui	1	anteil a wert, wenn sinkt
l_lui	1	was soll ich als nächstes verkaufen
l_lui	1	welcher anteil hat die meisten preissenkungen
l_lui	1	wieviel mehr wäre a wert wenn es gewinnt
l_lui	1	wird f steigen
l_lui	1	am meisten preissteigerungen
l_lui	1	wie entwickelt sich der preis von anteil d, wenn er sinkt
l_lui	1	ist anteil f gesunken
l_lui	1	was ist der preis von anteil e in der nächsten periode
q_qnamaker	1	Bist du ein Mensch
q_qnamaker	1	Vielen Dank
q_qnamaker	1	Bist du ein Chatbot
q_qnamaker	1	Hallo
q_qnamaker	1	Wie alt bist du
q_qnamaker	1	Wie geht's
q_qnamaker	1	Was bist du
q_qnamaker	1	Was bist du
q_qnamaker	1	Wie gehts
q_qnamaker	1	Wie heißt du
q_qnamaker	1	Thx
q_qnamaker	1	Moin
q_qnamaker	1	Wer hat dich programmiert
q_qnamaker	1	Danke
q_qnamaker	1	Danke vielmals
q_qnamaker	1	Thanks
q_qnamaker	1	Hola
q_qnamaker	1	Hi
